FB,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nom Produit,,,,,,,,Rotor,,Moteur,,Shaft,,,,,,,,,,,,,,,,,,,,,
,,ID,Marque,Réference,Gamme,Sous-Gamme,Classe,Date de Sortie,KV,Poids,Hauteur,Diametre,Hauteur,Diametre,Diammetre Shaft,Longeur Shaft,Type Shaft,Vis Hélice,Fixation,Entraxe de Fixation,Tension Lipo,Lipo Voltage,Longueur Cable,Type cable,Puissance,Conso Statique,Conso Full,Esc recommandé,Hélice recommandé,Amperage Max,Utilisation,Résistance,Aimant,Configuration,Lien Officiel,IMG
,,RCTI-3542-1450,RCTIMER,BC3542,,,3542,,1450,,42,35,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-3542-1250,RCTIMER,BC3542,,,3542,,1250,,42,35,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-3542-1000,RCTIMER,BC3542,,,3542,,1000,,42,35,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-3548-1100,RCTIMER,BC3548,,,3548,,1100,,48,35,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-3548-900,RCTIMER,BC3548,,,3548,,900,,48,35,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-3548-790,RCTIMER,BC3548,,,3548,,790,,48,35,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2805-2840,RCTIMER,CF2805,,,2805,,2840,,05,28,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2812-1534,RCTIMER,CF2812,,,2812,,1534,,12,28,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2822-1200,RCTIMER,CF2822,,,2822,,1200,,22,28,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2204-2400,RCTIMER,FR2204,,,2204,,2400,,04,22,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2205-2300,RCTIMER,FR2205,,,2205,,2300,,05,22,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2205-2550,RCTIMER,FR2205,,,2205,,2550,,05,22,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2206-2100,RCTIMER,FR2206,,,2206,,2100,,06,22,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2206-2300,RCTIMER,FR2206,,,2206,,2300,,06,22,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2306-2100,RCTIMER,FR2306,,,2306,,2100,,06,23,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2306-2300,RCTIMER,FR2306,,,2306,,2300,,06,23,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2306-2650,RCTIMER,FR2306,,,2306,,2650,,06,23,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2308-2000,RCTIMER,FR2308,,,2308,,2000,,08,23,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2212-105,RCTIMER,GBM2212,,,2212,,105,,12,22,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2608-130,RCTIMER,GBM2608,,,2608,,130,,08,26,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2804-145,RCTIMER,GBM2804,,,2804,,145,,04,28,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2804-145,RCTIMER,GBM2804,,,2804,,145,,04,28,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-4108-46,RCTIMER,GBM4108,,,4108,,46,,08,41,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-4108-46,RCTIMER,GBM4108,,,4108,,46,,08,41,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-4114-32,RCTIMER,GBM4114,,,4114,,32,,14,41,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-4114-32,RCTIMER,GBM4114,,,4114,,32,,14,41,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-4114-32,RCTIMER,GBM4114,,,4114,,32,,14,41,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-5010-90,RCTIMER,GBM5010,,,5010,,90,,10,50,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-5208-80,RCTIMER,GBM5208,,,5208,,80,,08,52,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-5208-80,RCTIMER,GBM5208,,,5208,,80,,08,52,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-6008-45,RCTIMER,GBM6008,,,6008,,45,,08,60,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-8108-20,RCTIMER,GBM8108,,,8108,,20,,08,81,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-8108-20,RCTIMER,GBM8108,,,8108,,20,,08,81,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-1410-4000,RCTIMER,HP1410,,,1410,,4000,,10,14,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2212-880,RCTIMER,HP2212,,,2212,,880,,12,22,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2212-1000,RCTIMER,HP2212,,,2212,,1000,,12,22,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2217-800,RCTIMER,HP2217,,,2217,,800,,17,22,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2217-1200,RCTIMER,HP2217,,,2217,,1200,,17,22,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2217-930,RCTIMER,HP2217,,,2217,,930,,17,22,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2814-980,RCTIMER,HP2814,,,2814,,980,,14,28,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2814-710,RCTIMER,HP2814,,,2814,,710,,14,28,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2814-810,RCTIMER,HP2814,,,2814,,810,,14,28,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-4108-480,RCTIMER,HP4108,,,4108,,480,,08,41,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-4114-350,RCTIMER,HP4114,,,4114,,350,,14,41,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-4114-350,RCTIMER,HP4114,,,4114,,350,,14,41,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-4114-350,RCTIMER,HP4114,,,4114,,350,,14,41,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-4114-400,RCTIMER,HP4114 PRO,,,4114,,400,,14,41,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-4215-630,RCTIMER,HP4215,,,4215,,630,,15,42,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-8108-135,RCTIMER,HP8108,,,8108,,135,,08,81,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-8108-170,RCTIMER,HP8108,,,8108,,170,,08,81,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-4215-530,RCTIMER,M4215,,,4215,,530,,15,42,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2214-920,RCTIMER,MT2214,,,2214,,920,,14,22,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2610-920,RCTIMER,MT2610,,,2610,,920,,10,26,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2830-1000,RCTIMER,MT2830,,,2830,,1000,,30,28,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-1306-3100,RCTIMER,SL1306,,,1306,,3100,,06,13,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-1804-2300,RCTIMER,SL1804,,,1804,,2300,,04,18,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-1806-2300,RCTIMER,SL1806,,,1806,,2300,,06,18,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI-2212-920,RCTIMER,SL2212,,,2212,,920,,12,22,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI--470,RCTIMER,X3,,,,,470,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI--470,RCTIMER,X3,,,,,470,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI--710,RCTIMER,X3,,,,,710,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI--710,RCTIMER,X4,,,,,710,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI--400,RCTIMER,X5,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RCTI--400,RCTIMER,X6,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RCX-2207-1700,RCX,LS2207,,,2207,,1700,,07,22,,,,,,,,,,,,,,,,,,,,,,,,
,,REBE-2206.5-2500,REBEL,PRO SERIES 2206.5,,,2206.5,,2500,,.5,22,,,,,,,,,,,,,,,,,,,,,,,,
,,REBE-2206.5-2600,REBEL,PRO SERIES 2206.5,,,2206.5,,2600,,.5,22,,,,,,,,,,,,,,,,,,,,,,,,
,,REBE-2206.5-2360,REBEL,PRO SERIES 2206.5,,,2206.5,,2360,,.5,22,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-1407-3200,ROTORGEEKS,7075 SERIES 1407,,,1407,,3200,,07,14,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-1407-3600,ROTORGEEKS,7075 SERIES 1407,,,1407,,3600,,07,14,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-1407-4000,ROTORGEEKS,7075 SERIES 1407,,,1407,,4000,,07,14,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-2204-2300,ROTORGEEKS,7075 SERIES 2204,,,2204,,2300,,04,22,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-2205-2400,ROTORGEEKS,7075 SERIES 2205,,,2205,,2400,,05,22,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-2205-2700,ROTORGEEKS,7075 SERIES 2205,,,2205,,2700,,05,22,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-2205-2700,ROTORGEEKS,7075 SERIES 2205,,,2205,,2700,,05,22,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-2206-1450,ROTORGEEKS,7075 SERIES 2206,,,2206,,1450,,06,22,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-2206-1750,ROTORGEEKS,7075 SERIES 2206,,,2206,,1750,,06,22,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-2206-2100,ROTORGEEKS,7075 SERIES 2206,,,2206,,2100,,06,22,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-2206-2350,ROTORGEEKS,7075 SERIES 2206,,,2206,,2350,,06,22,,,,,,,,,,,,,,,,,,,,,,,,
,ok,ROTO-1507-2700,ROTORRIOT,F1507,,,1507,,2700,,07,15,,,,,,,,,,,,,,,,,,,,,,,,
,ok,ROTO-1507-3800,ROTORRIOT,F1507,,,1507,,3800,,07,15,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-2207-2450,ROTORRIOT,HYPERTRAIN ACRO 2207,,,2207,,2450,,07,22,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-2207-2450,ROTORRIOT,HYPERTRAIN BLASTER 2207,,,2207,,2450,,07,22,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-2207-1800,ROTORRIOT,HYPERTRAIN BLASTER 2207,,,2207,,1800,,07,22,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-2306.5-2550,ROTORRIOT,HYPERTRAIN CRICKET 2306.5,,,2306.5,,2550,,.5,23,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-2306.6-1750,ROTORRIOT,HYPERTRAIN CRICKET 2306.6,,,2306.6,,1750,,.6,23,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-1104-7500,ROTORRIOT,HYPERTRAIN DAB 1104,,,1104,,7500,,04,11,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-2306-2650,ROTORRIOT,HYPERTRAIN DRIB 2306,,V2,2306,,2650,,06,23,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-2306-2450,ROTORRIOT,HYPERTRAIN FREESTYLE 2306,,V2,2306,,2450,,06,23,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-2207.5-1860,ROTORRIOT,HYPERTRAIN VANOVER 2207.5,,V1,2207.5,,1860,,.5,22,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-2207-2021,ROTORRIOT,HYPERTRAIN VANOVER 2207.5,,V2,2207,,2021,,07,22,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-2207-2650,ROTORRIOT,HYPERTRAIN VOT3X 2207,,,2207,,2650,,07,22,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-1105-4000,ROTORX,RX1105,,,1105,,4000,,05,11,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-1105-6500,ROTORX,RX1105B,,,1105,,6500,,05,11,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-1107-7600,ROTORX,RX1107,,,1107,,7600,,07,11,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-1404-3600,ROTORX,RX1404,,,1404,,3600,,04,14,,,,,,,,,,,,,,,,,,,,,,,,
,,ROTO-1407-2800,ROTORX,RX1407,,,1407,,2800,,07,14,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2520-3500,SCORPION,HK-2520,,,2520,,3500,,20,25,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2520-1880,SCORPION,HK-2520,,,2520,,1880,,20,25,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2520-1580,SCORPION,HK-2520,,,2520,,1580,,20,25,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3014-900,SCORPION,HK-3014,,,3014,,900,,14,30,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3020-1000,SCORPION,HK-3020,,,3020,,1000,,20,30,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3226-1600,SCORPION,HK-3226,,,3226,,1600,,26,32,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3226-1400,SCORPION,HK-3226,,,3226,,1400,,26,32,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3226-900,SCORPION,HK-3226,,,3226,,900,,26,32,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3536-510,SCORPION,HK-3536,,,3536,,510,,36,35,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4015-1070,SCORPION,HK-4015,,,4015,,1070,,15,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4015-1450,SCORPION,HK-4015,,,4015,,1450,,15,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4035-800,SCORPION,HK-4035,,,4035,,800,,35,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4525-520,SCORPION,HK-4525 ULTIMATE,,,4525,,520,,25,45,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4526-520,SCORPION,HK-4526 F3C,,,4526,,520,,26,45,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4530-500,SCORPION,HK-4530 LIMITED,,,4530,,500,,30,45,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4530-500,SCORPION,HK-4530 LIMITED,,,4530,,500,,30,45,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4530-500,SCORPION,HK-4530 LIMITED,,,4530,,500,,30,45,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4530-540,SCORPION,HK-4530 LIMITED,,,4530,,540,,30,45,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4530-450,SCORPION,HK-4530 LIMITED,,,4530,,450,,30,45,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4535-500,SCORPION,HK-4535 LIMITED,,,4535,,500,,35,45,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4535-450,SCORPION,HK-4535 LIMITED,,,4535,,450,,35,45,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4540-580,SCORPION,HK-4540 SIGNATURE,,,4540,,580,,40,45,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4540-400,SCORPION,HK-4540 ULTIMATE,,,4540,,400,,40,45,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-7050-340,SCORPION,HK-7050,,,7050,,340,,50,70,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2206-3900,SCORPION,HKII-2206,,,2206,,3900,,06,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2206-5300,SCORPION,HKII-2206,,,2206,,5300,,06,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2208-3590,SCORPION,HKII-2208-24,,,2208,,3590,,08,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2208-3125,SCORPION,HKII-2208-28,,,2208,,3125,,08,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2208-2600,SCORPION,HKII-2208-34,,,2208,,2600,,08,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2213-3585,SCORPION,HKII-2213-14,,,2213,,3585,,13,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2213-3200,SCORPION,HKII-2213-16,,,2213,,3200,,13,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2213-2640,SCORPION,HKII-2213-20,,,2213,,2640,,13,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2216-3350,SCORPION,HKII-2216-12,,,2216,,3350,,16,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2216-2920,SCORPION,HKII-2216-14,,,2216,,2920,,16,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2216-2608,SCORPION,HKII-2216-16,,,2216,,2608,,16,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2221-2010,SCORPION,HKII-2221,,,2221,,2010,,21,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2221-1630,SCORPION,HKII-2221,,,2221,,1630,,21,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2221-3000,SCORPION,HKII-2221-10,,,2221,,3000,,21,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2221-2580,SCORPION,HKII-2221-12,,,2221,,2580,,21,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2221-4400,SCORPION,HKII-2221-6,,,2221,,4400,,21,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2221-3595,SCORPION,HKII-2221-8,,,2221,,3595,,21,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2221-1360,SCORPION,HKII-2520,,,2221,,1360,,21,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2520-500,SCORPION,HKII-4225 LIMITED,,,2520,,500,,20,25,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4225-610,SCORPION,HKII-4225 LIMITED,,,4225,,610,,25,42,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4225-550,SCORPION,HKII-4225 LIMITED,,,4225,,550,,25,42,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4020-1100,SCORPION,HKIII-4020,,,4020,,1100,,20,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4020-890,SCORPION,HKIII-4020,,,4020,,890,,20,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4020-1350,SCORPION,HKIII-4020,,,4020,,1350,,20,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4025-890,SCORPION,HKIII-4025,,,4025,,890,,25,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4025-730,SCORPION,HKIII-4025,,,4025,,730,,25,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4025-550,SCORPION,HKIII-4025,,,4025,,550,,25,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4025-1100,SCORPION,HKIII-4025,,,4025,,1100,,25,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4025-650,SCORPION,HKIII-4025,,,4025,,650,,25,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4035-560,SCORPION,HKIII-4035,,,4035,,560,,35,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4035-530,SCORPION,HKIII-4035,,,4035,,530,,35,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4035-500,SCORPION,HKIII-4035,,,4035,,500,,35,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4035-450,SCORPION,HKIII-4035,,,4035,,450,,35,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4035-330,SCORPION,HKIII-4035,,,4035,,330,,35,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4235-520,SCORPION,HKIII-4235 NICK MAXWELL,,,4235,,520,,35,42,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-5020-520,SCORPION,HKIII-5020,,,5020,,520,,20,50,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-5020-450,SCORPION,HKIII-5020,,,5020,,450,,20,50,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-5025-440,SCORPION,HKIII-5025,,,5025,,440,,25,50,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-5035-410,SCORPION,HKIII-5035,,,5035,,410,,35,50,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-5035-380,SCORPION,HKIII-5035,,,5035,,380,,35,50,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-5035-500,SCORPION,HKIII-5035,,,5035,,500,,35,50,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4020-1320,SCORPION,HKIV-4020,,,4020,,1320,,20,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4020-1060,SCORPION,HKIV-4020,,,4020,,1060,,20,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4020-860,SCORPION,HKIV-4020,,,4020,,860,,20,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4025-1100,SCORPION,HKIV-4025,,,4025,,1100,,25,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4025-850,SCORPION,HKIV-4025,,,4025,,850,,25,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4025-520,SCORPION,HKIV-4025,,,4025,,520,,25,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4035-520,SCORPION,HKIV-4035,,,4035,,520,,35,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4035-560,SCORPION,HKIV-4035,,,4035,,560,,35,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4035-450,SCORPION,HKIV-4035,,,4035,,450,,35,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4035-330,SCORPION,HKIV-4035,,,4035,,330,,35,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4035-500,SCORPION,HKIV-4035,,,4035,,500,,35,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4235-630,SCORPION,HKIV-4235 LIMITED,,,4235,,630,,35,42,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4525-450,SCORPION,HKIV-4525 ULTIMATE,,,4525,,450,,25,45,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4525-520,SCORPION,HKIV-4525 ULTIMATE,,,4525,,520,,25,45,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4530-540,SCORPION,HKIV-4530,,,4530,,540,,30,45,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4530-500,SCORPION,HKIV-4530,,,4530,,500,,30,45,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-5025-520,SCORPION,HKIV-5025 F3S,,,5025,,520,,25,50,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-5035-500,SCORPION,HKIV-5035,,,5035,,500,,35,50,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-5035-410,SCORPION,HKIV-5035,,,5035,,410,,35,50,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-5035-380,SCORPION,HKIV-5035,,,5035,,380,,35,50,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-5040-530,SCORPION,HKIV-5040,,,5040,,530,,40,50,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-7050-330,SCORPION,HKIV-7050,,,7050,,330,,50,70,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2830-4960,SCORPION,IS-2830,,,2830,,4960,,30,28,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2830-4650,SCORPION,IS-2830,,,2830,,4650,,30,28,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2835-4300,SCORPION,IS-2835,,,2835,,4300,,35,28,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2835-3300,SCORPION,IS-2835,,,2835,,3300,,35,28,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2840-5100,SCORPION,IS-2840,,,2840,,5100,,40,28,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2840-3700,SCORPION,IS-2840,,,2840,,3700,,40,28,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2840-3500,SCORPION,IS-2840,,,2840,,3500,,40,28,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3435-2600,SCORPION,IS-3435,,,3435,,2600,,35,34,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3435-1800,SCORPION,IS-3435,,,3435,,1800,,35,34,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3440-2470,SCORPION,IS-3440,,,3440,,2470,,40,34,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3440-1600,SCORPION,IS-3440,,,3440,,1600,,40,34,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3445-2200,SCORPION,IS-3445,,,3445,,2200,,45,34,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3445-2000,SCORPION,IS-3445,,,3445,,2000,,45,34,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2204-2300,SCORPION,M-2204,,,2204,,2300,,04,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2205-2350,SCORPION,M-2205,,,2205,,2350,,05,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2208-2000,SCORPION,M-2208 STEALTH,,,2208,,2000,,08,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2212-930,SCORPION,M-2212,,,2212,,930,,12,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3011-760,SCORPION,M-3011,,,3011,,760,,11,30,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3014-380,SCORPION,M-3014,,,3014,,380,,14,30,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4215-320,SCORPION,M-4215,,,4215,,320,,15,42,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2204-2700,SCORPION,MII-2204,,,2204,,2700,,04,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2204-2300,SCORPION,MII-2204,,,2204,,2300,,04,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4010-400,SCORPION,MII-4010,,,4010,,400,,10,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4010-360,SCORPION,MII-4010,,,4010,,360,,10,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4015-340,SCORPION,MII-4015,,,4015,,340,,15,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4015-310,SCORPION,MIII-4015,,,4015,,310,,15,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3420-1360,SCORPION,RR-3420,,,3420,,1360,,20,34,,,,,,,,,,,,,,,,,,,,,,,,
