FB,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nom Produit,,,,,,,,Rotor,,Moteur,,Shaft,,,,,,,,,,,,,,,,,,,,,
,,ID,Marque,Réference,Gamme,Sous-Gamme,Classe,Date de Sortie,KV,Poids,Hauteur,Diametre,Hauteur,Diametre,Diammetre Shaft,Longeur Shaft,Type Shaft,Vis Hélice,Fixation,Entraxe de Fixation,Tension Lipo,Lipo Voltage,Longueur Cable,Type cable,Puissance,Conso Statique,Conso Full,Esc recommandé,Hélice recommandé,Amperage Max,Utilisation,Résistance,Aimant,Configuration,Lien Officiel,IMG
,,SCOR-3420-1830,SCORPION,RR-3420,,,3420,,1830,,20,34,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3420-2200,SCORPION,RR-3420,,,3420,,2200,,20,34,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3420-2938,SCORPION,RR-3420,,,3420,,2938,,20,34,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3420-1470,SCORPION,RR-3420 ETS,,,3420,,1470,,20,34,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3420-9390,SCORPION,RS-3420,,,3420,,9390,,20,34,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3420-1470,SCORPION,RS-3420,,,3420,,1470,,20,34,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3420-1865,SCORPION,RS-3420,,,3420,,1865,,20,34,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3420-2445,SCORPION,RS-3420,,,3420,,2445,,20,34,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3420-3130,SCORPION,RS-3420,,,3420,,3130,,20,34,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3420-3860,SCORPION,RS-3420,,,3420,,3860,,20,34,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3420-4300,SCORPION,RS-3420,,,3420,,4300,,20,34,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3420-4970,SCORPION,RS-3420,,,3420,,4970,,20,34,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3420-6000,SCORPION,RS-3420,,,3420,,6000,,20,34,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3420-7170,SCORPION,RS-3420,,,3420,,7170,,20,34,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-1804-1650,SCORPION,S-1804,,,1804,,1650,,04,18,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-1805-2250,SCORPION,S-1805,,,1805,,2250,,05,18,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2503-1610,SCORPION,S-2503 F3P,,,2503,,1610,,03,25,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2503-1960,SCORPION,S-2503 F3P,,,2503,,1960,,03,25,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4020-630,SCORPION,S-4020-10,,,4020,,630,,20,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-5028-220,SCORPION,S-5028 F3A,,,5028,,220,,28,50,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-5525-170,SCORPION,S-5525,,,5525,,170,,25,55,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-5545-150,SCORPION,S-5545,,,5545,,150,,45,55,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2205-1490,SCORPION,SII-2205 V2,,,2205,,1490,,05,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2205-1585,SCORPION,SII-2205 V2,,,2205,,1585,,05,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2205-1900,SCORPION,SII-2205 V2,,,2205,,1900,,05,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2208-1280,SCORPION,SII-2208 V2,,,2208,,1280,,08,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2208-1100,SCORPION,SII-2208 V2,,,2208,,1100,,08,22,,,,,,,,,,,,,,,,,,,,,,,,
,ok,SCOR-2212-1400,SCORPION,SII-2212 V2,,,2212,,1400,,12,22,,,,,,,,,,,,,,,,,,,,,,,,
,ok,SCOR-2212-1850,SCORPION,SII-2212 V2,,,2212,,1850,,12,22,,,,,,,,,,,,,,,,,,,,,,,,
,ok,SCOR-2212-1070,SCORPION,SII-2212 V2,,,2212,,1070,,12,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2212-960,SCORPION,SII-2212 V2,,,2212,,960,,12,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2212-885,SCORPION,SII-2212 V2,,,2212,,885,,12,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2215-1400,SCORPION,SII-2215 V2,,,2215,,1400,,15,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2215-1810,SCORPION,SII-2215 V2,,,2215,,1810,,15,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2215-1127,SCORPION,SII-2215 V2,,,2215,,1127,,15,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-2215-900,SCORPION,SII-2215 V2,,,2215,,900,,15,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3008-1220,SCORPION,SII-3008 V2,,,3008,,1220,,08,30,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3008-1090,SCORPION,SII-3008 V2,,,3008,,1090,,08,30,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3014-1040,SCORPION,SII-3014 V2,,,3014,,1040,,14,30,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3014-830,SCORPION,SII-3014 V2,,,3014,,830,,14,30,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3020-1110,SCORPION,SII-3020 V2,,,3020,,1110,,20,30,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3020-890,SCORPION,SII-3020 V2,,,3020,,890,,20,30,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3020-780,SCORPION,SII-3020 V2,,,3020,,780,,20,30,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3026-1190,SCORPION,SII-3026 V2,,,3026,,1190,,26,30,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3026-890,SCORPION,SII-3026 V2,,,3026,,890,,26,30,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3026-710,SCORPION,SII-3026 V2,,,3026,,710,,26,30,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3032-880,SCORPION,SII-3032 V2,,,3032,,880,,32,30,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3032-690,SCORPION,SII-3032 V2,,,3032,,690,,32,30,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3032-990,SCORPION,SII-3032 V2,,,3032,,990,,32,30,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-3040-1220,SCORPION,SII-3040 v2,,,3040,,1220,,40,30,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4020-630,SCORPION,SII-4020,,,4020,,630,,20,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4020-540,SCORPION,SII-4020,,,4020,,540,,20,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4020-420,SCORPION,SII-4020,,,4020,,420,,20,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4025-520,SCORPION,SII-4025,,,4025,,520,,25,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4025-440,SCORPION,SII-4025,,,4025,,440,,25,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4025-330,SCORPION,SII-4025,,,4025,,330,,25,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4035-450,SCORPION,SII-4035,,,4035,,450,,35,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4035-380,SCORPION,SII-4035,,,4035,,380,,35,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4035-330,SCORPION,SII-4035,,,4035,,330,,35,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-4035-250,SCORPION,SII-4035,,,4035,,250,,35,40,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-5525-195,SCORPION,SII-5525,,,5525,,195,,25,55,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-5525-210,SCORPION,SII-5525,,,5525,,210,,25,55,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-5525-170,SCORPION,SII-5525,,,5525,,170,,25,55,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-5535-190,SCORPION,SII-5535,,,5535,,190,,35,55,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-5535-160,SCORPION,SII-5535,,,5535,,160,,35,55,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-6530-150,SCORPION,SII-6530,,,6530,,150,,30,65,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-6530-180,SCORPION,SII-6530,,,6530,,180,,30,65,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-1410-9500,SCORPION,Z-1410,,,1410,,9500,,10,14,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-1410-8500,SCORPION,Z-1410,,,1410,,8500,,10,14,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOR-1410-6000,SCORPION,Z-1410,,,1410,,6000,,10,14,,,,,,,,,,,,,,,,,,,,,,,,
,,SPCM-1103-8000,SPCMAKER,1103,,,1103,,8000,,03,11,,,,,,,,,,,,,,,,,,,,,,,,
,,SPCM-1103-10000,SPCMAKER,1103,,,1103,,10000,,03,11,,,,,,,,,,,,,,,,,,,,,,,,
,,SPCM-1103-8500,SPCMAKER,1103,,,1103,,8500,,03,11,,,,,,,,,,,,,,,,,,,,,,,,
,,SPCM-1103-11000,SPCMAKER,1103,,,1103,,11000,,03,11,,,,,,,,,,,,,,,,,,,,,,,,
,,SPCM-1204-3450,SPCMAKER,GALLOPING G1204,,,1204,,3450,,04,12,,,,,,,,,,,,,,,,,,,,,,,,
,,SPCM-1505-5200,SPCMAKER,GALLOPING G1505,,,1505,,5200,,05,15,,,,,,,,,,,,,,,,,,,,,,,,
,,SPCM-2204-3000,SPCMAKER,GALLOPING G2204,,,2204,,3000,,04,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SPCM-2204-1800,SPCMAKER,GALLOPING G2204,,,2204,,1800,,04,22,,,,,,,,,,,,,,,,,,,,,,,,
,,SPCM-1104-7500,SPCMAKER,S1104,,,1104,,7500,,04,11,,,,,,,,,,,,,,,,,,,,,,,,
,,SPCM-1106-5500,SPCMAKER,SUNNYSKY 1106,,,1106,,5500,,06,11,,,,,,,,,,,,,,,,,,,,,,,,
,,SPCM-1106-8000,SPCMAKER,SUNNYSKY 1106,,,1106,,8000,,06,11,,,,,,,,,,,,,,,,,,,,,,,,
,,FETT-2104-1800,FETTEC,FM2104M,,,2104,,1800,,04,21,,,,,,,,,,,,,,,,,,,,,,,,
,,FETT-2004-1800,FETTEC,FM2004T,,,2004,,1800,,04,20,,,,,,,,,,,,,,,,,,,,,,,,
,,FETT-1303.6-5555,FETTEC,1303.6,,,1303.6,,5555,,.6,13,,,,,,,,,,,,,,,,,,,,,,,,
,ok,STRI-2208-2300,STRIX,2208,,,2208,,2300,45,08,22,,,5,,Ecrou,Non,4 Vis,,6S,,300MM,,,,,,,,,,,,https://www.readymaderc.com/products/details/strix-goblin-replacement-2208-2300kv-motor,https://s3.amazonaws.com/content.readymaderc.com/product_images/images/000/014/565/medium/STX-190010.jpg?1577461425
,,T-MO--100,T-MOTOR,AK10-9,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO--100,T-MOTOR,AK10-9,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO--100,T-MOTOR,AK70-10,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO--100,T-MOTOR,AK70-10,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO--100,T-MOTOR,AK80-6,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO--100,T-MOTOR,AK80-6,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO--100,T-MOTOR,AK80-80,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO--100,T-MOTOR,AK80-80,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO--100,T-MOTOR,AK80-9,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO--100,T-MOTOR,AK80-9,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO--1500,T-MOTOR,AM40 3D,,,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO--1850,T-MOTOR,AM40 3D,,,,,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO--1500,T-MOTOR,AM40 4D,,,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO--1850,T-MOTOR,AM40 4D,,,,,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-1005-90,T-MOTOR,ANTIGRAVITY 1005,,,1005,,90,,05,10,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-4004-300,T-MOTOR,ANTIGRAVITY 4004,,,4004,,300,,04,40,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-4004-400,T-MOTOR,ANTIGRAVITY 4004,,,4004,,400,,04,40,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-4006-380,T-MOTOR,ANTIGRAVITY 4006,,,4006,,380,,06,40,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-5006-300,T-MOTOR,ANTIGRAVITY 5006,,,5006,,300,,06,50,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-5006-450,T-MOTOR,ANTIGRAVITY 5006,,,5006,,450,,06,50,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-5008-170,T-MOTOR,ANTIGRAVITY 5008,,,5008,,170,,08,50,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-5008-340,T-MOTOR,ANTIGRAVITY 5008,,,5008,,340,,08,50,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-5008-400,T-MOTOR,ANTIGRAVITY 5008,,,5008,,400,,08,50,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-6007-160,T-MOTOR,ANTIGRAVITY 6007,,,6007,,160,,07,60,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-6007-320,T-MOTOR,ANTIGRAVITY 6007,,,6007,,320,,07,60,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-6007-160,T-MOTOR,ANTIGRAVITY 6007,,,6007,,160,,07,60,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-6007-320,T-MOTOR,ANTIGRAVITY 6007,,,6007,,320,,07,60,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-6007-160,T-MOTOR,ANTIGRAVITY 6007II,,,6007,,160,,07,60,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-6007-320,T-MOTOR,ANTIGRAVITY 6007II,,,6007,,320,,07,60,,,,,,,,,,,,,,,,,,,,,,,,
,ok,T-MO-7005-115,T-MOTOR,ANTIGRAVITY 7005,,,7005,,115,,05,70,,,,,,,,,,,,,,,,,,,,,,,,
,ok,T-MO-7005-230,T-MOTOR,ANTIGRAVITY 7005,,,7005,,230,,05,70,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2303-1500,T-MOTOR,AS 2303,,,2303,,1500,,03,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2303-1800,T-MOTOR,AS 2303,,,2303,,1800,,03,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2303-2300,T-MOTOR,AS 2303,,,2303,,2300,,03,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2304-1500,T-MOTOR,AS 2304,,,2304,,1500,,04,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2304-1800,T-MOTOR,AS 2304,,,2304,,1800,,04,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2304-2300,T-MOTOR,AS 2304,,,2304,,2300,,04,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2306-1500,T-MOTOR,AS 2306,,,2306,,1500,,06,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2306-1900,T-MOTOR,AS 2306,,,2306,,1900,,06,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2306-2300,T-MOTOR,AS 2306,,,2306,,2300,,06,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2308-1450,T-MOTOR,AS 2308 LONG SHAFT,,,2308,,1450,,08,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2308-2600,T-MOTOR,AS 2308 LONG SHAFT,,,2308,,2600,,08,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2312-1150,T-MOTOR,AS 2312 LONG SHAFT,,,2312,,1150,,12,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2317-1400,T-MOTOR,AS 2312 LONG SHAFT,,,2317,,1400,,17,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2317-880,T-MOTOR,AS 2317 LONG SHAFT,,,2317,,880,,17,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2317-1250,T-MOTOR,AS 2317 LONG SHAFT,,,2317,,1250,,17,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2317-1400,T-MOTOR,AS 2317 LONG SHAFT,,,2317,,1400,,17,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2814-900,T-MOTOR,AS 2814 LONG SHAFT,,,2814,,900,,14,28,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2814-1050,T-MOTOR,AS 2814 LONG SHAFT,,,2814,,1050,,14,28,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2814-1200,T-MOTOR,AS 2814 LONG SHAFT,,,2814,,1200,,14,28,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2814-2000,T-MOTOR,AS 2814 LONG SHAFT,,,2814,,2000,,14,28,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2820-880,T-MOTOR,AS 2820 LONG SHAFT,,,2820,,880,,20,28,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2820-1050,T-MOTOR,AS 2820 LONG SHAFT,,,2820,,1050,,20,28,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2820-1250,T-MOTOR,AS 2820 LONG SHAFT,,,2820,,1250,,20,28,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-4130-450,T-MOTOR,AT 4130 LONG SHAFT,,,4130,,450,,30,41,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-5220-220,T-MOTOR,AT 5220-B LONG SHAFT,,,5220,,220,,20,52,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-5220-380,T-MOTOR,AT 5220-B LONG SHAFT,,,5220,,380,,20,52,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-5230-200,T-MOTOR,AT 5230-A LONG SHAFT,,,5230,,200,,30,52,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-5230-200,T-MOTOR,AT 5230-B LONG SHAFT,,,5230,,200,,30,52,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-7215-200,T-MOTOR,AT 7215,,,7215,,200,,15,72,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-7215-220,T-MOTOR,AT 7215,,,7215,,220,,15,72,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-7215-245,T-MOTOR,AT 7215,,,7215,,245,,15,72,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-7215-270,T-MOTOR,AT 7215,,,7215,,270,,15,72,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-7224-160,T-MOTOR,AT 7224,,,7224,,160,,24,72,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-7224-190,T-MOTOR,AT 7224,,,7224,,190,,24,72,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2303-1500,T-MOTOR,AT2303 SHORT SHAFT,,,2303,,1500,,03,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2303-1800,T-MOTOR,AT2303 SHORT SHAFT,,,2303,,1800,,03,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2303-2300,T-MOTOR,AT2303 SHORT SHAFT,,,2303,,2300,,03,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2304-1500,T-MOTOR,AT2304 SHORT SHAFT,,,2304,,1500,,04,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2304-1800,T-MOTOR,AT2304 SHORT SHAFT,,,2304,,1800,,04,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2304-2300,T-MOTOR,AT2304 SHORT SHAFT,,,2304,,2300,,04,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2306-1500,T-MOTOR,AT2306 LONG SHAFT,,,2306,,1500,,06,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2306-1900,T-MOTOR,AT2306 LONG SHAFT,,,2306,,1900,,06,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2306-2300,T-MOTOR,AT2306 LONG SHAFT,,,2306,,2300,,06,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2306-1500,T-MOTOR,AT2306 SHORT SHAFT,,,2306,,1500,,06,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2306-1900,T-MOTOR,AT2306 SHORT SHAFT,,,2306,,1900,,06,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2306-2300,T-MOTOR,AT2306 SHORT SHAFT,,,2306,,2300,,06,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2308-1450,T-MOTOR,AT2308 LONG SHAFT,,,2308,,1450,,08,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2308-2600,T-MOTOR,AT2308 LONG SHAFT,,,2308,,2600,,08,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2310-2200,T-MOTOR,AT2310,,,2310,,2200,,10,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2312-1150,T-MOTOR,AT2312 LONG SHAFT,,,2312,,1150,,12,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2312-1400,T-MOTOR,AT2312 LONG SHAFT,,,2312,,1400,,12,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2317-880,T-MOTOR,AT2317 LONG SHAFT,,,2317,,880,,17,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2317-1250,T-MOTOR,AT2317 LONG SHAFT,,,2317,,1250,,17,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2317-1400,T-MOTOR,AT2317 LONG SHAFT,,,2317,,1400,,17,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2321-950,T-MOTOR,AT2321 LONG SHAFT,,,2321,,950,,21,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2321-1250,T-MOTOR,AT2321 LONG SHAFT,,,2321,,1250,,21,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2814-900,T-MOTOR,AT2814 LONG SHAFT,,,2814,,900,,14,28,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2814-1050,T-MOTOR,AT2814 LONG SHAFT,,,2814,,1050,,14,28,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2814-1200,T-MOTOR,AT2814 LONG SHAFT,,,2814,,1200,,14,28,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2820-880,T-MOTOR,AT2820 LONG SHAFT,,,2820,,880,,20,28,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2820-1050,T-MOTOR,AT2820 LONG SHAFT,,,2820,,1050,,20,28,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2820-1250,T-MOTOR,AT2820 LONG SHAFT,,,2820,,1250,,20,28,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2826-900,T-MOTOR,AT2826 LONG SHAFT,,,2826,,900,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2826-1100,T-MOTOR,AT2826 LONG SHAFT,,,2826,,1100,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-3520-550,T-MOTOR,AT3520 LONG SHAFT,,,3520,,550,,20,35,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-3520-720,T-MOTOR,AT3520 LONG SHAFT,,,3520,,720,,20,35,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-3520-850,T-MOTOR,AT3520 LONG SHAFT,,,3520,,850,,20,35,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-3530-580,T-MOTOR,AT3530 LONG SHAFT,,,3530,,580,,30,35,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-4120-250,T-MOTOR,AT4120 LONG SHAFT,,,4120,,250,,20,41,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-4120-500,T-MOTOR,AT4120 LONG SHAFT,,,4120,,500,,20,41,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-4120-560,T-MOTOR,AT4120 LONG SHAFT,,,4120,,560,,20,41,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-4125-250,T-MOTOR,AT4125 LONG SHAFT,,,4125,,250,,25,41,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-4125-540,T-MOTOR,AT4125 LONG SHAFT,,,4125,,540,,25,41,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-4130-230,T-MOTOR,AT4130 LONG SHAFT,,,4130,,230,,30,41,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-4130-300,T-MOTOR,AT4130 LONG SHAFT,,,4130,,300,,30,41,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-5220-220,T-MOTOR,AT5220-A LONG SHAFT,,,5220,,220,,20,52,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-5220-380,T-MOTOR,AT5220-A LONG SHAFT,,,5220,,380,,20,52,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2306.5-2000,T-MOTOR,BMS RAPTOR,,,2306.5,,2000,,.5,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-2306.5-2000,T-MOTOR,BMS RAPTOR,,V2,2306.5,,2000,,.5,23,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO--7500,T-MOTOR,F10,,,,,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO--7500,T-MOTOR,F10,,,,,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO--510,T-MOTOR,F1000,,,,,510,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO--300,T-MOTOR,F1000,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO--545,T-MOTOR,F1000-LONG SHAFT,,,,,545,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO--635,T-MOTOR,F1000-LONG SHAFT,,,,,635,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-1103-8000,T-MOTOR,F1103,,,1103,,8000,,03,11,,,,,,,,,,,,,,,,,,,,,,,,
,,T-MO-1103-11000,T-MOTOR,F1103,,,1103,,11000,,03,11,,,,,,,,,,,,,,,,,,,,,,,,
